Strike_1,Strike_2,Call_1,Call_2,Put_1,Put_2,Box_Value,Box_Cost,Difference
3680000,3685000,83.9,81.1,104.1,106.3,4875.149055928129,5.000000000000014,4870.149055928129
3685000,3690000,81.1,78.4,106.3,108.6,4875.149055928129,4.999999999999986,4870.149055928129
3690000,3695000,78.4,75.7,108.6,111.0,4875.149055928129,5.1000000000000085,4870.049055928129
3695000,3700000,75.7,73.1,111.0,113.4,4875.149055928129,5.000000000000014,4870.149055928129
3700000,3705000,73.1,70.6,113.4,115.9,4875.149055928129,5.0,4870.149055928129
3705000,3710000,70.6,68.1,115.9,118.4,4875.149055928129,5.0,4870.149055928129
3710000,3715000,68.1,65.7,118.4,121.0,4875.149055928129,4.999999999999986,4870.149055928129
3715000,3720000,65.7,63.3,121.0,123.6,4875.149055928129,5.0,4870.149055928129
3720000,3725000,63.3,61.0,123.6,126.3,4875.149055928129,5.0,4870.149055928129
3725000,3730000,61.0,58.7,126.3,129.1,4875.149055928129,5.099999999999994,4870.049055928129
3730000,3735000,58.7,56.5,129.1,131.9,4875.149055928129,5.000000000000014,4870.149055928129
3735000,3740000,56.5,54.4,131.9,134.8,4875.149055928129,5.000000000000007,4870.149055928129
3740000,3745000,54.4,52.3,134.8,137.7,4875.149055928129,4.999999999999979,4870.149055928129
3745000,3750000,52.3,50.3,137.7,140.7,4875.149055928129,5.0,4870.149055928129
3750000,3755000,50.3,48.3,140.7,143.7,4875.149055928129,5.0,4870.149055928129
3755000,3760000,48.3,46.4,143.7,146.8,4875.149055928129,5.000000000000021,4870.149055928129
3760000,3765000,46.4,44.5,146.8,149.9,4875.149055928129,4.999999999999993,4870.149055928129
3765000,3770000,44.5,42.7,149.9,153.1,4875.149055928129,4.999999999999986,4870.149055928129
3770000,3775000,42.7,40.9,153.1,156.3,4875.149055928129,5.000000000000021,4870.149055928129
3775000,3780000,40.9,39.2,156.3,159.6,4875.149055928129,4.999999999999979,4870.149055928129
3780000,3785000,39.2,37.6,159.6,163.0,4875.149055928129,5.000000000000007,4870.149055928129
3785000,3790000,37.6,36.0,163.0,166.4,4875.149055928129,5.000000000000007,4870.149055928129
3790000,3795000,36.0,34.4,166.4,169.9,4875.149055928129,5.100000000000001,4870.049055928129
3795000,3800000,34.4,32.9,169.9,173.4,4875.149055928129,5.0,4870.149055928129
3800000,3805000,32.9,31.5,173.4,176.9,4875.149055928129,4.899999999999999,4870.24905592813
3805000,3810000,31.5,30.1,176.9,182.5,4875.149055928129,6.999999999999993,4868.149055928129
3810000,3815000,30.1,28.8,182.5,187.4,4875.149055928129,6.200000000000006,4868.949055928129
3815000,3820000,28.8,27.5,187.4,190.9,4875.149055928129,4.800000000000001,4870.349055928129
3820000,3825000,27.5,26.2,190.9,195.1,4875.149055928129,5.499999999999989,4869.649055928129
3825000,3830000,26.2,25.0,195.1,199.0,4875.149055928129,5.100000000000005,4870.049055928129
3830000,3835000,25.0,23.9,199.0,202.5,4875.149055928129,4.600000000000001,4870.549055928129
3835000,3840000,23.9,22.8,202.5,206.9,4875.149055928129,5.5000000000000036,4869.649055928129
3840000,3845000,22.8,21.7,206.9,210.5,4875.149055928129,4.699999999999996,4870.449055928129
3845000,3850000,21.7,20.7,210.5,214.6,4875.149055928129,5.099999999999994,4870.049055928129
3850000,3855000,20.7,19.8,214.6,218.7,4875.149055928129,4.999999999999993,4870.149055928129
3855000,3860000,19.8,18.8,218.7,222.9,4875.149055928129,5.200000000000017,4869.949055928129
3860000,3865000,18.8,17.9,222.9,227.0,4875.149055928129,4.9999999999999964,4870.149055928129
3865000,3870000,17.9,17.1,227.0,230.8,4875.149055928129,4.6000000000000085,4870.549055928129
3870000,3875000,17.1,16.3,230.8,234.8,4875.149055928129,4.800000000000001,4870.349055928129
3875000,3880000,16.3,15.5,234.8,239.3,4875.149055928129,5.300000000000001,4869.849055928129
3880000,3885000,15.5,14.8,239.3,243.9,4875.149055928129,5.299999999999994,4869.849055928129
3885000,3890000,14.8,14.1,243.9,248.2,4875.149055928129,4.999999999999984,4870.149055928129
3890000,3895000,14.1,13.4,248.2,252.2,4875.149055928129,4.699999999999999,4870.449055928129
3895000,3900000,13.4,12.8,252.2,256.3,4875.149055928129,4.700000000000022,4870.449055928129
3900000,3905000,12.8,12.2,256.3,261.4,4875.149055928129,5.699999999999967,4869.449055928129
3905000,3910000,12.2,11.6,261.4,265.8,4875.149055928129,5.000000000000034,4870.149055928129
3910000,3920000,11.6,10.6,265.8,274.8,9750.298111856258,10.0,9740.298111856258
3920000,3925000,10.6,10.1,274.8,279.1,4875.149055928129,4.800000000000011,4870.349055928129
3925000,3930000,10.1,9.6,279.1,283.8,4875.149055928129,5.199999999999989,4869.949055928129
3930000,3940000,9.6,8.8,283.8,292.9,9750.298111856258,9.899999999999965,9740.398111856259
3940000,3950000,8.8,8.0,292.9,302.0,9750.298111856258,9.900000000000023,9740.398111856259
3950000,3960000,8.0,7.3,302.0,311.4,9750.298111856258,10.099999999999977,9740.198111856258
3960000,3970000,7.3,6.6,311.4,320.8,9750.298111856258,10.100000000000033,9740.198111856258
3970000,3975000,6.6,6.3,320.8,324.4,4875.149055928129,3.8999999999999657,4871.24905592813
3975000,3980000,6.3,6.1,324.4,329.1,4875.149055928129,4.900000000000046,4870.24905592813
3980000,3990000,6.1,5.5,329.1,338.6,9750.298111856258,10.1,9740.198111856258
3990000,4000000,5.5,5.0,338.6,348.2,9750.298111856258,10.099999999999966,9740.198111856258
4000000,4025000,5.0,4.1,348.2,372.2,24375.745279640647,24.9,24350.845279640645
4025000,4050000,4.1,3.3,372.2,396.5,24375.745279640647,25.100000000000012,24350.64527964065
4050000,4075000,3.3,2.7,396.5,420.9,24375.745279640647,24.99999999999998,24350.745279640647
4075000,4100000,2.7,2.2,420.9,445.5,24375.745279640647,25.100000000000023,24350.64527964065
4100000,4125000,2.2,1.85,445.5,470.1,24375.745279640647,24.950000000000024,24350.795279640646
4125000,4150000,1.85,1.55,470.1,494.7,24375.745279640647,24.899999999999967,24350.845279640645
4150000,4175000,1.55,1.3,494.7,519.5,24375.745279640647,25.05000000000001,24350.695279640648
4175000,4200000,1.3,1.05,519.5,544.3,24375.745279640647,25.049999999999955,24350.695279640648
4200000,4300000,1.05,0.55,544.3,643.8,97502.98111856259,100.0,97402.98111856259
4300000,4400000,0.55,0.35,643.8,743.6,97502.98111856259,100.00000000000007,97402.98111856259
4400000,4500000,0.35,0.3,743.6,843.6,97502.98111856259,100.05,97402.93111856258
4500000,4600000,0.3,0.25,843.6,943.5,97502.98111856259,99.94999999999997,97403.03111856259
4600000,4700000,0.25,0.2,943.5,1043.5,97502.98111856259,100.05,97402.93111856258
4700000,4800000,0.2,0.1,1043.5,1146.8,97502.98111856259,103.39999999999995,97399.5811185626
4800000,4900000,0.1,0.15,1146.8,1246.7,97502.98111856259,99.8500000000001,97403.13111856258
4900000,5000000,0.15,0.15,1246.7,1346.6,97502.98111856259,99.89999999999986,97403.0811185626
5000000,5100000,0.15,0.15,1346.6,1451.2,97502.98111856259,104.60000000000014,97398.38111856258
5100000,5200000,0.15,0.15,1451.2,1551.2,97502.98111856259,100.0,97402.98111856259
5200000,5300000,0.15,0.15,1551.2,1651.1,97502.98111856259,99.89999999999986,97403.0811185626
5300000,5400000,0.15,0.15,1651.1,1751.0,97502.98111856259,99.90000000000009,97403.0811185626
